symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
BANKUSDT,BANK,Mid,370,0.1445,103489904.66729,-44.359,60.889872349188465,0.01803979631161927,0.051044,0.042310500000000015,3.810330443180804,0.45635069314349946,0.45635069314349946,22.264531235134015,0.161080148103174,0.03243611111111112,0.07854722222222223,golden_cross,1,0,haussier,251,0,0,30,,,27.9,100.0,41.5,78.5,53.2,80,50.66,27,🟢 Surperforme BTC,False,False,,9,🔥 Trending #2 sur CoinGecko|⚡ Volume ×22.3 vs médiane,2,22.26,80,0,,,61890157,61890157,425250000.0,425250000.0,2100000000.0,100.0,,,
POLYXUSDT,POLYX,Mid,433,0.0392,673659.43823,9.497,59.22901535780801,0.00041675435579276057,0.037846,0.04692250000000001,0.48990309181829605,0.398945518453427,0.312829525483304,2.210151460282251,0.6822346611267687,0.03555833333333333,0.05521944444444444,squeeze_breakout,1,0,haussier,365,0,0,30,,,31.0,84.0,79.0,57.5,50,72,47.55,19,🟢 Surperforme BTC,False,False,,0,,,,72,0,,,50151171,50151171,1299453267.087982,1299453267.087982,,100.0,,,
ONDOUSDT,ONDO,Etabli,42,0.3899,19707983.79712,13.343,65.35280569168742,0.006136330748693196,0.3426020000000001,0.315802,0.7689726571803142,0.3172459597077706,0.13725924286030552,1.0,0.27222165054709396,0.28092777777777783,0.4187,doji_4h,0,0,neutre,365,0,0,30,,,45.0,73.0,67.0,78.5,50,70,57.79,17,🟢 Surperforme BTC,False,False,,7,🔥 Trending #1 sur CoinGecko,1,,70,0,,,1919835876,3942710026,4869330647.0,10000000000.0,10000000000.0,48.7,2552868872,$2.6B,-0.5
XNOUSDT,XNO,Mid,446,0.362,2253421.60209,5.848,52.305163811576755,0.010406991326764425,0.35113999999999995,0.48965,1.8136660735094003,0.41762452107279696,0.30651340996168586,11.48437915356798,0.25546656978612176,0.3164166666666666,0.4851944444444445,,0,0,neutre,365,0,0,30,,,31.0,84.0,41.5,68.0,50,70,47.75,17,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×11.5 vs médiane,,11.48,70,0,,,48518766,48518766,133248297.0,133248297.0,133248297.0,100.0,,,
XECUSDT,XEC,Mid,215,6.86e-06,1988698.29885151,-14.57,54.84674078953634,2.1634445189175257e-07,5.7153999999999995e-06,7.473250000000001e-06,1.7121343743871813,0.4287369640787949,0.2107674684994272,4.22242559392115,0.15990595956219245,5.1175e-06,8.063055555555558e-06,,0,0,neutre,365,0,0,30,,,31.0,84.0,46.0,68.0,50,70,48.02,17,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×4.2 vs médiane,,4.22,70,0,,,138573692,138574015,20058785922580.0,20058832797580.0,21000000000000.0,100.0,,,
METUSDT,MET,Mid,284,0.1652,4432407.81947,4.956,55.86472557896499,-0.0002323800412152154,0.142128,0.1743079999999998,1.1899601474006496,0.4645019262520639,0.13674321503131526,2.1010163938653657,0.4018183487764519,0.10964166666666667,0.17999166666666666,,0,0,neutre,251,0,0,30,,,27.9,84.0,62.5,68.0,50,69,47.37,16,🟢 Surperforme BTC,False,False,,0,,,,69,1,,,89021859,165344256,537183148.559322,997734137.892838,1000000000.0,53.8,178641706,$179M,0.76
ENSUSDT,ENS,Mid,176,4.63,1811843.6988,5.708,58.3458001847866,0.08381782492567172,4.559399999999998,6.272899999999998,0.49834879830395723,0.4492557510148849,0.37347767253044656,1.984886906942536,0.6535643320754465,4.1338888888888885,6.729444444444443,squeeze_breakout,1,0,haussier,365,0,0,30,,,31.0,84.0,79.0,68.0,50,68,50.0,15,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,189892246,462828944,41028602.15143091,100000000.0,100000000.0,41.0,,,
TRXUSDT,TRX,Etabli,8,0.3266,20512277.22749,0.215,50.641754799101484,7.146399796548907e-05,0.32473800000000014,0.3154225,0.18464918893691007,0.16054313099041526,0.12992545260915872,0.20106842123654323,0.5166638949844823,0.318675,0.35937222222222226,macd_bullish_cross|doji_4h,1,0,haussier,365,0,0,30,,,45.0,73.0,95.5,78.5,50,67,59.5,14,🟢 Surperforme BTC,False,False,,0,,,,67,2,,Volume ×0.2 (épuisement),30967670027,30967671046,94875324193.8418,94875327314.6763,,100.0,,,
VANRYUSDT,VANRY,Speculative,,0.004695,2343928.616875,-9.415,46.602497157205526,-0.0001754795649422472,0.00424446,0.005560395000000003,2.2666615146307536,0.5363522406769038,0.3731423215959298,3.6036052605861926,0.2840917130848835,0.0031535000000000005,0.006390916666666668,,0,0,neutre,365,0,0,30,,,17.0,84.0,32.5,68.0,50,67,39.83,14,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×3.6 vs médiane,,3.6,67,1,,,,,,,,,,,
TOWNSUSDT,TOWNS,Speculative,,0.00211,65635819.44436,-8.658,49.5272830146091,4.052110768746126e-05,0.002141,0.003608500000000001,0.9110936573902698,0.520618556701031,0.4561855670103093,3.4228227802700317,0.44279864950512066,0.0019422222222222221,0.003640833333333333,,0,0,neutre,351,0,0,30,,,16.6,64.0,59.5,78.5,50,66,41.3,13,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×3.4 vs médiane,,3.42,66,0,,,,,,,,,,,
HAEDALUSDT,HAEDAL,Speculative,,0.0165,2341935.802369,7.773,46.91212872241223,0.00019696222464818478,0.0180464,0.028419599999999986,0.6514692932728018,0.6027076282218172,0.5714657641239261,7.549494625602548,0.4214953713584212,0.015895,0.03464416666666667,,0,0,neutre,365,0,0,30,,,17.0,64.0,55.0,68.0,50,66,38.78,13,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×7.5 vs médiane,,7.55,66,0,,,,,,,,,28237702,$28M,7.06
TLMUSDT,TLM,Speculative,,0.001663,5654017.396796,-15.066,48.79879285598961,-5.261447911125849e-05,0.0014447800000000003,0.0017484300000000005,3.378538466322512,0.5956730769230769,0.49501961968004826,2.1020677382170163,0.3589236361276124,0.0009452500000000001,0.002415166666666666,,0,0,neutre,365,0,0,30,,,17.0,84.0,38.5,78.5,50,65,42.64,12,🟢 Surperforme BTC,False,False,,0,,,,65,1,,,,,,,,,,,
PORTOUSDT,PORTO,Speculative,,0.493,820511.98045,14.385,55.26172813551383,0.00910960809239916,0.49349999999999994,0.8604250000000002,1.9907908317600922,0.6048879837067209,0.4745417515274949,2.7978848000056784,0.5016094887177044,0.42888888888888876,0.8986666666666666,,0,0,neutre,365,0,0,30,,,17.0,84.0,38.5,57.5,50,65,37.75,12,🟢 Surperforme BTC,False,False,,0,,,,65,0,,,,,,,,,,,
INJUSDT,INJ,Etabli,100,5.371,6576973.96455,3.487,59.983146289802775,0.0677646714633884,5.060600000000001,4.155989999999997,0.8074840527471969,0.3899856938483548,0.23075822603719606,0.19128833513774637,0.3761377173008154,3.715805555555556,6.026166666666666,,0,0,neutre,365,0,0,30,,,45.0,73.0,73.0,78.5,50,64,58.15,11,🟢 Surperforme BTC,False,False,,0,,,,64,2,,Volume ×0.2 (épuisement),537185454,537185454,100000000.0,100000000.0,,100.0,10250561,$10M,-1.97
XVSUSDT,XVS,Mid,457,2.79,96813.8176,1.455,58.62302675790673,0.012941084166132627,2.5842,3.089600000000001,0.49107528320308946,0.20486111111111108,0.03124999999999995,0.21168112842226042,0.5463207251456393,2.423611111111111,2.8133333333333326,hammer_4h,1,0,haussier,365,0,0,30,,,31.0,57.0,100.0,47.0,53.7,64,43.35,11,🟢 Surperforme BTC,False,False,,0,,,,64,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),46922665,82789134,16858730.929584727,29745107.918202892,30000000.0,56.7,1055271769,$1.1B,3.17
ACEUSDT,ACE,Speculative,,0.0988,27769749.81236,-28.972,61.946701997070825,0.004043118418141655,0.08088199999999998,0.14115949999999997,1.6475071724192742,0.5556338028169013,0.30774647887323936,9.937602017576255,0.32622063852869215,0.07156666666666667,0.1330638888888889,downtrend,0,1,baissier,365,0,0,30,,,17.0,84.0,38.5,78.5,27.4,64,41.29,11,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×9.9 vs médiane,,9.94,64,0,,,,,,,,,,,
HEMIUSDT,HEMI,Speculative,,0.00524,24897526.6453,3.557,52.7662281140664,0.00018547832335809845,0.005130399999999999,0.008536300000000007,2.0854327746835004,0.5717171717171717,0.47171717171717176,7.50281588506906,0.3291048141183687,0.00442861111111111,0.008584999999999997,downtrend,0,1,baissier,302,0,0,30,,,15.3,84.0,38.5,78.5,27.4,64,40.38,11,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×7.5 vs médiane,,7.5,64,0,,,,,,,,,34168314,$34M,8.77
ERAUSDT,ERA,Speculative,916,0.0931,17215684.00389,51.629,60.57669837354604,0.0007444029072669152,0.08799000000000003,0.13653,1.5246838121035122,0.5877712031558185,0.38724523339907957,56.30362282511437,0.4510204914873394,0.07615000000000004,0.14695833333333333,downtrend,0,1,baissier,365,0,0,30,,,17.0,84.0,38.5,78.5,27.4,64,41.29,11,🟢 Surperforme BTC,False,False,,3,🔥 Trending #9 sur CoinGecko|⚡ Volume ×56.3 vs médiane,9,56.3,64,0,,,16360454,93622056,174750000.0,1000000000.0,1000000000.0,17.5,,,
