symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
VANAUSDT,VANA,Speculative,552,1.188,13973001.08827,-0.084,50.9864369316129,-0.0004505088107553965,1.14604,1.4839950000000002,0.5999646282206361,0.39481268011527376,0.3152737752161384,7.699634133736743,0.43219738812762076,1.080833333333333,1.6003055555555559,macd_bearish_cross|doji_4h,0,1,baissier,365,0,0,30,,,17.0,84.0,79.0,78.5,30.9,72,42.77,19,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×7.7 vs médiane,,7.7,72,3,,MACD cross baissier,36658261,142824392,30800000.0,120000000.0,120000000.0,25.7,,,
BARDUSDT,BARD,Mid,422,0.1449,2113221.81078,16.761,63.02190729390436,0.003004622102080731,0.141544,0.46834749999999997,0.8344600078514406,0.6003273322422259,0.5086743044189852,4.79791415847156,0.5074247287879702,0.12650277777777774,0.28423611111111113,squeeze_breakout,1,0,haussier,309,0,0,30,,,29.5,84.0,55.0,68.0,50,71,47.03,18,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×4.8 vs médiane,,4.8,71,0,,,51049173,148777189,343125000.0,1000000000.0,1000000000.0,34.3,608356941,$608M,142.31
DODOUSDT,DODO,Speculative,834,0.01963,5478218.41082,0.153,50.93712561887922,-0.0003288196731473732,0.017688000000000002,0.017086549999999995,1.9462218760566952,0.3785166240409208,0.2467282525019245,3.913742209067136,0.18454231749062114,0.015395277777777779,0.022440555555555557,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,17.0,100.0,46.0,78.5,30.9,70,42.71,17,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×3.9 vs médiane,,3.91,70,3,,MACD cross baissier,19420691,19420691,1000000000.0,1000000000.0,1000000000.0,100.0,12105076,$12M,3.01
LISTAUSDT,LISTA,Speculative,798,0.0508,5303512.71515,6.276,54.674798148120104,0.0006509527755126743,0.04995000000000001,0.08580349999999999,0.5113210103067936,0.5184404636459431,0.46680716543730244,2.831881879768658,0.5766033125223119,0.04689444444444446,0.08884444444444445,squeeze_breakout,1,0,haussier,365,0,0,30,,,17.0,84.0,70.0,78.5,50,70,43.38,17,🟢 Surperforme BTC,False,False,,0,,,,70,0,,,20851263,39884716,415924408.71286786,795588564.255041,1000000000.0,52.3,617372371,$617M,-3.19
ZKCUSDT,ZKC,Speculative,,0.0448,3458063.0871,6.921,51.11295323613652,0.0003909379266240818,0.04628800000000002,0.07530749999999994,0.5000891747522593,0.4993909866017053,0.45432399512789284,9.289307385329886,0.6318293686619427,0.042669444444444454,0.07781944444444445,squeeze_breakout,1,0,haussier,312,0,0,30,,,15.5,64.0,79.0,68.0,50,70,38.48,17,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×9.3 vs médiane,,9.29,70,0,,,,,,,,,,,
WLFIUSDT,WLFI,Etabli,41,0.0628,20021567.51355,11.15,67.62385143545336,0.00032742274185761116,0.058242,0.09161249999999997,0.47028761840375743,0.2735723771580346,0.1660026560424968,3.131808066984801,0.0881222599393602,0.0555861111111111,0.06973333333333333,breakout_30d|macd_bullish_cross|double_bottom_90d|squeeze_breakout,4,0,haussier,326,0,0,30,,,43.9,75.0,77.5,78.5,50,69,57.45,16,🟢 Surperforme BTC,False,False,,2,🔥 Trending #13 sur CoinGecko|⚡ Volume ×3.1 vs médiane,13,3.13,69,0,,,1993324467,6273332656,31774569857.0,100000000000.0,100000000000.0,31.8,,,
TRXUSDT,TRX,Etabli,8,0.3276,21735745.27902,-0.577,51.31850263044127,0.00029498623908767854,0.32460400000000006,0.315772,0.16756233186225647,0.16054313099041526,0.1277955271565495,0.2335415032500209,0.5231606535706373,0.31874722222222224,0.35937222222222226,macd_bullish_cross,1,0,haussier,365,0,0,30,,,45.0,73.0,95.5,78.5,50,67,58.87,14,🟢 Surperforme BTC,False,False,,0,,,,67,2,,Volume ×0.2 (épuisement),31080534258,31080961554,94876295688.25119,94877599784.5078,,100.0,,,
XECUSDT,XEC,Mid,200,7.4e-06,1550116.13719726,-6.801,58.41737130957659,1.4191733921334534e-07,5.769199999999999e-06,7.435150000000001e-06,1.678911202161905,0.4287369640787949,0.15120274914089338,2.4421634028544865,0.165094058426846,5.1175e-06,8.116111111111112e-06,uptrend,1,0,haussier,365,0,0,30,,,31.0,84.0,46.0,68.0,50,67,47.33,14,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,148056666,148056666,20059776547580.0,20059792172580.0,21000000000000.0,100.0,,,
XNOUSDT,XNO,Mid,424,0.38,1128317.04572,4.396,54.72692226780353,0.009690140960338553,0.35009999999999997,0.48623,1.789534110093513,0.41762452107279696,0.26436781609195403,2.293724762912723,0.24748597380983106,0.3164166666666666,0.480638888888889,,0,0,neutre,365,0,0,30,,,31.0,84.0,46.0,68.0,50,67,47.33,14,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,51755043,51755043,133248297.0,133248297.0,133248297.0,100.0,,,
PROMUSDT,PROM,Speculative,662,1.569,2942184.52004,6.085,59.89899368954457,0.029482636011604196,1.19036,1.7371800000000004,1.402862028217583,0.5793918918918919,0.33994932432432434,2.4533657123837225,0.13466312987319648,1.0208888888888887,2.111805555555556,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,43.0,68.0,50,66,39.51,13,🟢 Surperforme BTC,False,False,,0,,,,66,0,,,28423625,29981084,18250000.0,19250000.0,19250000.0,94.8,,,
AWEUSDT,AWE,Mid,245,0.05758,190473.79097,1.266,47.675166238734285,-0.00044437475375864847,0.05718900000000003,0.056500249999999995,0.9084141523139072,0.24041297935103248,0.15073746312684366,0.22319772986874578,0.1298352829725089,0.05118527777777779,0.06313166666666666,,0,0,neutre,365,0,0,30,,,31.0,73.0,79.0,47.0,50,65,43.49,12,🟢 Surperforme BTC,False,False,,0,,,,65,3,,Volume ×0.2 (épuisement),111799985,115114104,1942420283.0270672,1942420283.0270672,2000000000.0,100.0,,,
MIRAUSDT,MIRA,Speculative,,0.0478,9189794.50842,7.658,55.43949472723392,0.00100968319296044,0.047661999999999996,0.08154149999999998,1.007982778683081,0.5518394648829431,0.46711259754738016,4.220714783132156,0.533725875963417,0.04169722222222222,0.08668611111111109,downtrend,0,1,baissier,301,0,0,30,,,15.2,84.0,49.0,78.5,27.0,65,39.78,12,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×4.2 vs médiane,,4.22,65,0,,,,,,,,,,,
TLMUSDT,TLM,Speculative,,0.001898,6217029.290374,15.1,52.65290275927034,-3.3487724666122614e-05,0.00146574,0.0017407250000000011,3.3559170128187428,0.5956730769230769,0.42831270751584666,2.356797959725614,0.35737980776370626,0.0009452500000000001,0.002417611111111111,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,38.5,78.5,50,65,41.49,12,🟢 Surperforme BTC,False,False,,0,,,,65,1,,,,,,,,,,,
GPSUSDT,GPS,Speculative,516,0.00909,300362.817668,-0.329,47.701642967035205,-0.00011134513256352222,0.008864999999999998,0.00842245,0.9779189327501725,0.23638470451911936,0.16390423572744017,0.13564677813156786,0.1309217338517345,0.006861666666666666,0.009829722222222224,,0,0,neutre,365,0,0,30,,,17.0,73.0,79.0,47.0,50,65,35.85,12,🟢 Surperforme BTC,False,False,,0,,,,65,3,,Volume ×0.1 (épuisement),90783645,90783645,10000000000.0,10000000000.0,10000000000.0,100.0,26184887,$26M,-1.1
MORPHOUSDT,MORPHO,Etabli,58,1.997,4426989.71886,-1.48,50.02403481293968,-0.013228887392632813,1.9286200000000002,1.7336650000000002,0.8001283060035875,0.2668151447661471,0.11461572634384709,0.4861877405512605,0.4353406085129767,1.733277777777777,2.2016944444444446,uptrend|doji_4h,1,0,haussier,294,0,0,30,,,43.1,73.0,73.0,68.0,50,64,54.21,11,🟢 Surperforme BTC,False,False,,0,,,,64,3,,Volume ×0.5 (épuisement),1304890845,1991808897,655128535.372702,1000000000.0,1000000000.0,65.5,7505918425,$7.5B,1.92
INJUSDT,INJ,Etabli,100,5.187,3264041.59825,-1.594,54.71871694187468,0.04194881427281255,5.00422,4.156929999999999,0.7846021081057282,0.3899856938483548,0.25808297567954225,0.20260361396090865,0.3732625210368448,3.8188888888888894,6.026166666666666,,0,0,neutre,365,0,0,30,,,45.0,73.0,73.0,68.0,50,64,55.27,11,🟢 Surperforme BTC,False,False,,0,,,,64,2,,Volume ×0.2 (épuisement),518135553,518135553,100000000.0,100000000.0,,100.0,9003518,$9M,-14.4
