symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
PEOPLEUSDT,PEOPLE,Mid,482,0.00915,2475785.964678,-13.27,56.13321392508816,0.00010852294525044725,0.0069857999999999995,0.006752800000000003,1.4491521434343904,0.23692307692307688,0.19454225352112678,1.6694817333758138,0.44436711810343715,0.005105833333333334,0.008790555555555557,golden_cross|double_bottom_90d|uptrend,3,0,haussier,365,0,0,30,,,31.0,100.0,74.5,68.0,59.6,74,46.57,32,🟢 Surperforme BTC,False,False,,0,,,,74,0,,,45424897,45424897,5066471892.014003,5066471892.014003,,100.0,,,
TUTUSDT,TUT,Speculative,535,0.04777,76598679.10879,-38.17,50.859726549176926,-0.00150687274384471,0.032250799999999996,0.016022150000000002,6.343973894730481,0.852263701350278,0.7633538522637014,4.945435921370351,0.05705692349869104,0.009774166666666669,0.06723861111111111,uptrend,1,0,haussier,365,0,0,30,,,17.0,100.0,22.0,78.5,52.3,71,34.3,29,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×5.0 vs médiane,,4.95,71,1,,,38726590,38726590,831697070.6471915,831697070.6471915,1000000000.0,100.0,,,
COWUSDT,COW,Mid,344,0.1235,977079.69038,2.235,54.47883420617173,0.0022327835708146246,0.12287400000000001,0.17142500000000005,1.4739393212031038,0.3721362229102167,0.23653250773993806,2.268890250613356,0.3236897478025066,0.10705,0.15998055555555554,,0,0,neutre,365,0,0,30,,,31.0,84.0,62.5,57.5,50,69,42.51,27,🟢 Surperforme BTC,False,False,,0,,,,69,0,,,69827186,121543139,574505368.2912315,1000000000.0,1000000000.0,57.5,,,
UNIUSDT,UNI,Etabli,37,4.394,31026564.70538,0.434,64.52545860723592,0.10155316462872462,3.770879999999999,3.442755,0.9133900921523274,0.2779156327543424,0.02984744638514256,0.5128221399007755,0.5137162062174011,2.614416666666666,4.1425,macd_bullish_cross,1,0,haussier,365,0,0,30,,,45.0,82.0,77.5,78.5,52.8,68,54.54,26,🟢 Surperforme BTC,False,False,,0,,,,68,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),2700193824,3857854600,623344423.7271129,890592420.0329479,1000000000.0,70.0,1581355126,$1.6B,13.6
ONDOUSDT,ONDO,Etabli,48,0.3895,23858830.11933,4.228,59.16147243397473,0.006299088233929731,0.3599460000000001,0.31818099999999994,0.7207087232486603,0.25471242145964235,0.06466346153846149,0.7549386291679396,0.4039334794493267,0.3146083333333334,0.4022694444444444,uptrend,1,0,haussier,365,0,0,30,,,45.0,82.0,77.5,78.5,52.3,68,54.51,26,🟢 Surperforme BTC,False,False,,0,🔥 Trending #14 sur CoinGecko,14,,68,0,,,1868490686,3837263932,4869330647.0,10000000000.0,10000000000.0,48.7,2526977918,$2.5B,0.37
LDOUSDT,LDO,Mid,133,0.3753,4800893.152751,-3.148,63.59842359448834,0.00998071898155314,0.33527199999999985,0.3253705,0.9503586747790623,0.2978936810431293,0.06170372220834374,0.5836928180945266,0.4442254383595611,0.25279166666666664,0.3819972222222222,golden_cross,1,0,haussier,365,0,0,30,,,31.0,82.0,77.5,68.0,53.7,68,44.23,26,🟢 Surperforme BTC,False,False,,0,,,,68,2,,Volume ×0.6 (épuisement),310149825,370859770,836299460.6643007,1000000000.0,1000000000.0,83.6,24053520478,$24.1B,33.22
GMXUSDT,GMX,Mid,318,7.36,436281.16573,-3.285,60.300201664739326,0.07514312232354387,6.490399999999999,6.4301999999999975,0.694569675735268,0.23775216138328534,0.06835443037974684,0.9671114200647788,0.5773767999553715,5.44138888888889,7.047222222222223,golden_cross|double_bottom_90d|resistance_test|uptrend|morning_star_4h,4,1,haussier,365,0,0,30,,,31.0,82.0,89.5,47.0,45.0,68,42.75,26,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,76078066,76078066,10453240.41318211,10453240.41318211,13250000.0,100.0,207769104,$208M,12.29
METABUSDT,METAB,Speculative,,562.13,4330887.38826,2.077,44.383846657133304,-0.6022465273202968,599.6456000000001,,0.49400510609656395,0.20293754410726886,0.17353269818866146,12.355167379127186,,547.4000000000001,659.7931818181818,,0,0,neutre,57,0,0,30,,,8.6,63.0,85.5,68.0,50,68,26.95,26,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×12.4 vs médiane,,12.36,68,1,,,,,,,,,,,
PLUMEUSDT,PLUME,Mid,291,0.01383,3615661.64529,1.319,60.107864566461046,0.0001055652360815681,0.0116242,0.011429050000000003,1.0194108309102203,0.27731092436974786,0.059742023082145324,0.9012930964583411,0.4051742650368358,0.009821944444444444,0.013349444444444443,golden_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,82.0,67.0,68.0,56.0,67,43.74,25,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,87573120,136960843,6394026052.0,10000000000.0,10000000000.0,63.9,,,
ALTUSDT,ALT,Mid,494,0.0065,1226193.44842,1.563,56.99054386023989,6.30012937769429e-05,0.006138599999999999,0.006885650000000004,0.5866278167417956,0.19428571428571428,0.07857142857142858,0.6138682009905853,0.44526272743125983,0.0056458333333333326,0.006897499999999998,double_bottom_90d|doji_4h,1,0,haussier,365,0,0,30,,,31.0,66.0,100.0,68.0,53.6,67,43.66,25,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,43782233,63585301,6885590274.0,10000000000.0,10000000000.0,68.9,,,
RUNEUSDT,RUNE,Mid,191,0.497,2177930.7895,5.297,73.76114030595315,0.007372184113497361,0.43204,0.430085,0.42100275395780795,0.24999999999999997,0.0,0.5521778452605117,0.5086182797597958,0.36986111111111103,0.4546388888888888,macd_bullish_cross|golden_cross,2,0,haussier,365,0,0,30,,,31.0,73.0,100.0,68.0,56.4,66,44.67,24,🟢 Surperforme BTC,False,False,,0,,,,66,6,⚠️ Surveiller,RSI 74 (surachat)|Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),166116585,173920465,338132189.0,354017069.0,354017128.0,95.5,64034596,$64M,21.46
ONGUSDT,ONG,Mid,478,0.09911,15022037.37321,34.697,68.18579879700997,0.003945553216044326,0.05102899999999999,0.06094379999999999,2.707601138084607,0.3711744703112738,0.13758828145435523,23.78313073617138,0.2823792618096153,0.042081944444444436,0.0720338888888889,,0,0,neutre,365,0,0,30,,,31.0,75.0,46.0,78.5,50,65,42.12,23,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×23.8 vs médiane,,23.78,65,0,,,45844494,76633689,478583189.0,800000000.0,1000000000.0,59.8,,,
JASMYUSDT,JASMY,Mid,152,0.00504,3084153.237973,16.937,67.92694561331353,0.00013705201357230436,0.004281,0.005164850000000001,0.8740346512131036,0.36936936936936937,0.08468468468468467,3.010287536601059,0.6633184062049965,0.003958611111111111,0.005149444444444446,breakout_30d|macd_bullish_cross|downtrend,2,1,haussier,365,0,0,30,,,31.0,75.0,77.5,68.0,32.7,65,42.13,23,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×3.0 vs médiane,,3.01,65,0,,,248112279,250897240,49444999677.59027,50000000000.0,50000000000.0,98.9,,,
OGNUSDT,OGN,Speculative,,0.01851,716434.21598,1.48,62.43088178927242,0.00025682403228546955,0.016634999999999994,0.019948200000000006,0.6147802953299351,0.32886836027713623,0.14595842956120092,1.2027087469622093,0.4535667874460798,0.015163055555555555,0.02012583333333333,uptrend,1,0,haussier,365,0,0,30,,,17.0,75.0,73.0,57.5,52.3,65,32.68,23,🟢 Surperforme BTC,False,False,,0,,,,65,0,,,,,,,,,63772505,$64M,31.79
ORDIUSDT,ORDI,Mid,290,4.241,3987343.01844,4.639,63.61992638211692,0.08237103497146904,3.5850200000000005,3.415180000000002,0.9850829682226417,0.2688573562359971,0.0673860383175512,0.35968074471157396,0.3737846952488012,3.084694444444444,3.974444444444446,,0,0,neutre,365,0,0,30,,,31.0,73.0,77.5,68.0,50,64,42.93,22,🟢 Surperforme BTC,False,False,,0,,,,64,2,,Volume ×0.4 (épuisement),87393548,87393548,21000000.0,21000000.0,,100.0,,,
AWEUSDT,AWE,Mid,232,0.06349,218123.09838,-0.298,54.47811715138021,0.00020103721498254614,0.05949379999999998,0.05703060000000002,0.5309928045905652,0.24041297935103248,0.07448377581120942,0.14983665790528197,0.16635025380755852,0.05240083333333334,0.06482527777777777,double_bottom_90d|uptrend|bearish_engulfing_4h,2,1,haussier,365,0,0,30,,,31.0,73.0,94.0,47.0,36.9,64,41.45,22,🟢 Surperforme BTC,False,False,,0,,,,64,4,⚠️ Surveiller,Volume ×0.1 (épuisement)|Engloutissement baissier 4h,122002684,122002684,1942420282.5203903,1942420282.5203903,2000000000.0,100.0,,,
MEUSDT,ME,Speculative,504,0.07069,3209742.2671052,7.874,60.25074744077779,0.0010121703288696769,0.063261,0.09086405000000002,0.8192731671234704,0.34976958525345625,0.1859447004608295,1.376708685557528,0.5367055423900572,0.05834083333333332,0.0762377777777778,,0,0,neutre,365,0,0,30,,,17.0,75.0,73.0,68.0,50,64,33.38,22,🟢 Surperforme BTC,False,False,,0,,,,64,0,,,42609363,69642621,611823136.4265189,999990697.41206,1000000000.0,61.2,,,
EULUSDT,EUL,Speculative,606,1.394,2672942.05918,4.108,57.16893655356093,0.02168080542152931,1.2315199999999995,1.1254599999999997,1.570491933186152,0.5154819014391627,0.39337112952464026,1.38001046592685,0.3237289005714584,0.9206666666666666,1.5648611111111115,macd_bullish_cross|doji_4h,1,0,haussier,317,0,0,30,,,15.7,91.0,38.5,68.0,52.8,64,32.5,22,🟢 Surperforme BTC,False,False,,0,,,,64,0,,,33124692,37494181,24014992.63484756,27182818.28459,27182818.0,88.3,365036382,$365M,2.68
HUMAUSDT,HUMA,Speculative,549,0.02183,264750.59934,1.867,55.74526767798795,0.0002190638964803628,0.0211514,0.019855450000000007,0.5934280841598132,0.3149171270718233,0.20368324125230203,0.116050001731497,0.27396892953380064,0.019760555555555552,0.02537472222222222,doji_4h,0,0,neutre,365,0,0,30,,,17.0,73.0,77.5,47.0,50,64,31.73,22,🟢 Surperforme BTC,False,False,,0,,,,64,2,,Volume ×0.1 (épuisement),37375181,215626047,1733333333.0,10000000000.0,10000000000.0,17.3,,,
