symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
REQUSDT,REQ,Mid,457,0.0612,3950951.7939,24.39,64.8554826830154,0.0009069402795846794,0.054594,0.07028600000000002,0.9499206720640362,0.42061611374407587,0.273696682464455,7.2730060354257375,0.359029034875079,0.051844444444444415,0.07487222222222223,macd_bullish_cross,1,0,haussier,365,0,0,30,,,31.0,84.0,73.0,68.0,50,75,47.43,17,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×7.3 vs médiane,,7.27,75,0,,,45721361,61393571,744291192.2591633,999416740.9347086,1000000000.0,74.5,,,
VANAUSDT,VANA,Speculative,546,1.187,60036320.27935,-4.351,49.41560895788844,-0.0009014503279663431,1.1504599999999998,1.465335,0.6196852374102452,0.39481268011527376,0.3187319884726226,45.8333622452981,0.40677706732696706,1.080833333333333,1.5999444444444446,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,17.0,84.0,68.5,78.5,50,75,40.77,17,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×45.8 vs médiane,,45.83,75,1,,,36627949,142706296,30800000.0,120000000.0,120000000.0,25.7,,,
QIUSDT,QI,Speculative,,0.001405,6674662.417067,34.321,62.29481361167115,3.403078996603287e-05,0.00122346,0.0017849150000000006,1.4192012620270582,0.461025641025641,0.281025641025641,10.359027754203364,0.46653962921103237,0.001113694444444444,0.0018724999999999996,,0,0,neutre,365,0,0,30,,,17.0,84.0,62.5,78.5,50,74,40.41,16,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×10.4 vs médiane,,10.36,74,0,,,,,,,,,152723715,$153M,1.69
PENGUUSDT,PENGU,Mid,110,0.006413,6352678.135055,7.565,53.344771963895944,4.724791458283777e-05,0.006401680000000001,0.007696565,0.5702222974046667,0.4747374139804419,0.4191416153567548,0.5291598754889966,0.7035023849378839,0.005978222222222224,0.010168055555555555,,0,0,neutre,365,0,0,30,,,31.0,66.0,71.0,78.5,50,71,46.97,13,🟢 Surperforme BTC,False,False,,7,🔥 Trending #1 sur CoinGecko,1,,71,2,,Volume ×0.5 (épuisement),402118657,508359760,62860396090.0,79468324354.39233,88888888888.0,79.1,,,
1000CATUSDT,1000CAT,Speculative,,0.0014,1897243.677887,9.375,55.485570864546794,1.966321925922177e-05,0.0013745999999999997,0.0018209500000000004,0.7167286089185632,0.45175438596491224,0.38596491228070173,4.473837470493047,0.5719847430334196,0.0012758333333333335,0.0020941666666666674,downtrend,0,1,baissier,365,0,0,30,,,17.0,84.0,68.5,68.0,26.9,68,37.56,10,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×4.5 vs médiane,,4.47,68,0,,,,,,,,,,,
TRXUSDT,TRX,Etabli,8,0.3311,20867733.96465,0.455,56.920868550044766,0.0006028309438483795,0.32496200000000003,0.316324,0.15748368793625475,0.16054313099041526,0.11847710330138442,0.1449557851044165,0.5251628332095891,0.3187638888888889,0.35937222222222226,doji_4h,0,0,neutre,365,0,0,30,,,45.0,73.0,95.5,78.5,50,67,57.5,9,🟢 Surperforme BTC,False,False,,0,,,,67,2,,Volume ×0.1 (épuisement),31410287364,31411309110,94879277099.96529,94882380889.83998,,100.0,,,
PNUTUSDT,PNUT,Mid,470,0.0442,1673278.34922,10.777,56.23280950994704,0.00019484588973826442,0.042822000000000006,0.05140099999999999,0.5329148896595394,0.3854489164086688,0.31888544891640874,1.0582467994801161,0.5779699756257627,0.04050277777777779,0.06124722222222223,macd_bullish_cross|double_bottom_90d|squeeze_breakout,3,0,haussier,365,0,0,30,,,31.0,75.0,79.0,68.0,50,65,46.71,7,≈ Neutre vs BTC,False,False,,0,,,,65,0,,,44117608,44117608,999841734.839365,999841734.839365,1000000000.0,100.0,,,
BOMEUSDT,BOME,Speculative,553,0.0005222,2746589.1638064,23.481,74.83654717753643,1.0633900344192822e-05,0.000426382,0.0004752755000000002,0.77395009426324,0.38869969040247676,0.19102167182662533,2.709437315732835,0.49809445544914205,0.0003998361111111111,0.0006094722222222223,breakout_30d|double_bottom_90d|squeeze_breakout,3,0,haussier,365,0,0,30,,,17.0,75.0,73.0,68.0,50,65,38.14,7,≈ Neutre vs BTC,False,False,,0,,,,65,2,,RSI 75 (surachat),35588521,35588521,68999659569.0,68999659569.0,68999659569.0,100.0,,,
GPSUSDT,GPS,Speculative,,0.00917,349294.329415,-4.38,48.922086041356316,-5.729187209943103e-05,0.0090032,0.00847545,0.9760093806800383,0.23638470451911936,0.15285451197053407,0.19827749658376548,0.20240916432814277,0.006895277777777776,0.009858055555555557,,0,0,neutre,365,0,0,30,,,17.0,73.0,79.0,47.0,50,65,34.62,7,≈ Neutre vs BTC,False,False,,0,,,,65,3,,Volume ×0.2 (épuisement),,,,,,,26202199,$26M,-0.24
AWEUSDT,AWE,Speculative,,0.05763,107079.85826,2.636,48.43215518751323,-0.00039603488059542776,0.05744140000000002,0.0564868,0.8133480543107319,0.24041297935103248,0.14999999999999997,0.04974840783000906,0.13348792409942406,0.0512188888888889,0.06288805555555554,,0,0,neutre,365,0,0,30,,,17.0,73.0,79.0,47.0,50,65,34.62,7,≈ Neutre vs BTC,False,False,,0,,,,65,3,,Volume ×0.0 (épuisement),,,,,,,,,
