symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
ACXUSDT,ACX,Speculative,639,0.0427,1078459.678112,2.768,54.79452393832398,1.7407525173648734e-05,0.0417672,0.04238149999999998,0.4672536801043015,0.18326271186440674,0.0953389830508474,6.016994301230379,0.34732266126575173,0.039916111111111104,0.044627499999999994,rsi_bearish_divergence|squeeze_breakout,1,1,mixte,365,0,0,30,,,17.0,84.0,100.0,68.0,23.7,73,40.69,25,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×6.0 vs médiane,,6.02,73,2,,Divergence RSI baissière,29906895,42441739,704657633.0,1000000000.0,1000000000.0,70.5,19182289,$19M,-7.41
VANAUSDT,VANA,Speculative,525,1.248,70431208.62391,4.786,58.89282230918844,0.005529829590174461,1.1480999999999997,1.47815,0.598188510982051,0.39481268011527376,0.27492795389048996,74.62223482460266,0.4195882075864684,1.080833333333333,1.5999444444444446,rsi_bearish_divergence|macd_bullish_cross|squeeze_breakout|uptrend|morning_star_4h,4,1,haussier,365,0,0,30,,,17.0,84.0,83.5,78.5,23.7,71,41.82,23,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×74.6 vs médiane,,74.62,71,2,,Divergence RSI baissière,38206763,148857518,30800000.0,120000000.0,120000000.0,25.7,,,
PROMUSDT,PROM,Speculative,634,1.682,4271755.40854,6.523,61.25203033742593,0.03893368514285389,1.20802,1.7060900000000006,1.5157398825069386,0.5793918918918919,0.2905405405405405,4.189586640923678,0.11475553711468604,1.0208888888888887,2.110333333333334,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,37.0,68.0,50,68,38.49,20,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×4.2 vs médiane,,4.19,68,0,,,30327675,31989465,18250000.0,19250000.0,19250000.0,94.8,,,
TRXUSDT,TRX,Etabli,8,0.3311,28487477.57883,1.099,57.241389816714175,0.000521295881972124,0.32460200000000017,0.31597299999999995,0.16726008454575017,0.16054313099041526,0.11847710330138442,0.32461355209386455,0.5207483852192901,0.3187638888888889,0.35937222222222226,macd_bullish_cross,1,0,haussier,365,0,0,30,,,45.0,73.0,95.5,78.5,50,67,58.44,19,🟢 Surperforme BTC,False,False,,0,,,,67,2,,Volume ×0.3 (épuisement),31400276636,31400277166,94878860689.21779,94878863323.80249,,100.0,,,
JSTUSDT,JST,Etabli,76,0.10213,2448097.765138,-0.371,64.23765965767413,-0.0001638777553567023,0.08916779999999998,0.0689309,0.36526407895426033,0.2377463626044783,0.003805249292613928,0.20026740879152768,0.07257808498645488,0.07815972222222223,0.09968805555555557,,0,0,neutre,365,0,0,30,,,45.0,73.0,94.0,68.0,50,67,56.23,19,🟢 Surperforme BTC,False,False,,0,,,,67,5,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),835279642,835279642,8188743036.341737,8188743036.341737,9900000000.0,100.0,3296915692,$3.3B,3.19
DEXEUSDT,DEXE,Mid,226,2.513,59405523.31094,-29.863,26.76287550327406,-4.746685553623655,23.397539999999996,11.611025,7.353082105164635,0.9651687270297361,0.9476069161376545,63.30625928340513,0.005631152689591418,9.991805555555555,33.84152777777778,,0,0,neutre,365,0,0,30,,,31.0,54.0,22.0,78.5,50,67,43.93,19,🟢 Surperforme BTC,False,False,,8,🔥 Trending #3 sur CoinGecko|⚡ Volume ×63.3 vs médiane,3,63.31,67,1,,,257649669,257649669,96504599.33609451,96504599.33609451,,100.0,,,
RIFUSDT,RIF,Mid,256,0.1038,28967403.534,28.784,47.94247967565646,-0.005209921972879324,0.09937000000000003,0.057911999999999984,3.1648930347332955,0.5158407798537774,0.2523297491039427,4.237622213599645,-0.013612909073546762,0.051091666666666674,0.13254444444444438,double_top_90d,0,1,baissier,365,0,0,30,,,31.0,100.0,37.0,78.5,23.9,67,48.78,19,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×4.2 vs médiane,,4.24,67,3,,Double sommet,105402751,105402751,1000000000.0,1000000000.0,,100.0,,,
BARDUSDT,BARD,Mid,467,0.1294,5964542.05773,-10.264,45.921160129055785,0.001856538076119063,0.140354,0.46461249999999993,0.5508703337245271,0.6003273322422259,0.5764320785597382,3.4648199463262217,0.5883205903947113,0.12633055555555553,0.2823055555555556,doji_4h,0,0,neutre,310,0,0,30,,,29.5,64.0,65.5,78.5,50,67,46.89,19,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×3.5 vs médiane,,3.46,67,0,,,44176316,128747005,343125000.0,1000000000.0,1000000000.0,34.3,601955791,$602M,194.03
LAUSDT,LA,Speculative,,0.0668,10493365.25076,19.713,60.04872735799564,0.0019796215037569745,0.06495799999999999,0.16723500000000008,0.8887523089751821,0.7003588516746411,0.5998803827751196,8.25599061420673,0.39834730382531547,0.056388888888888884,0.14902777777777781,macd_bullish_cross|downtrend,1,1,mixte,365,0,0,30,,,17.0,84.0,55.0,78.5,27.1,67,40.31,19,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×8.3 vs médiane,,8.26,67,0,,,,,,,,,,,
ANIMEUSDT,ANIME,Speculative,954,0.00273,594893.975581,-0.365,47.29959716471772,1.5187883538985697e-05,0.0028041999999999993,0.0045851,0.5335719760837813,0.505813953488372,0.47093023255813954,3.0882228590292637,0.6752734524097607,0.0026472222222222223,0.004869722222222222,,0,0,neutre,365,0,0,30,,,17.0,64.0,70.0,57.5,50,67,35.96,19,🟢 Surperforme BTC,False,False,,2,⚡ Volume ×3.1 vs médiane,,3.09,67,0,,,15065668,27201198,5538604656.0,10000000000.0,10000000000.0,55.4,,,
ZKCUSDT,ZKC,Speculative,,0.0435,2088815.40163,-2.685,46.36219157814702,0.00040917747222985433,0.04607200000000002,0.07490599999999994,0.485868527274228,0.4993909866017053,0.47015834348355673,2.1670552198826147,0.6222142297882117,0.04263333333333334,0.07763888888888888,,0,0,neutre,313,0,0,30,,,15.6,64.0,79.0,68.0,50,66,37.82,18,🟢 Surperforme BTC,False,False,,0,,,,66,0,,,,,,,,,,,
BTTCUSDT,BTTC,Speculative,,2.8e-07,388893.66977101,0.0,48.004885645373484,1.1890851485628099e-09,2.6840000000000015e-07,3.236999999999995e-07,0.41731043403588164,0.2571428571428571,0.2285714285714285,1.2560851415906473,0.4147452759375225,2.5916666666666653e-07,3.3166666666666684e-07,,0,0,neutre,365,0,0,30,,,17.0,75.0,83.5,47.0,50,66,35.97,18,🟢 Surperforme BTC,False,False,,0,,,,66,0,,,,,,,,,,,
